n_gen|n_ind|mutate_rate,it,gen,best
20|20|0.1,4,9,327.0
20|20|0.1,4,10,327.0
20|20|0.1,4,11,327.0
20|20|0.1,4,12,327.0
20|20|0.1,4,13,327.0
20|20|0.1,4,14,327.0
20|20|0.1,4,15,327.0
20|20|0.1,4,16,327.0
20|20|0.1,4,17,327.0
20|20|0.1,4,18,327.0
20|20|0.1,4,19,327.0
20|20|0.1,5,0,291.0
20|20|0.1,5,1,291.0
20|20|0.1,5,2,291.0
20|20|0.1,5,3,291.0
20|20|0.1,5,4,291.0
20|20|0.1,5,5,291.0
20|20|0.1,5,6,291.0
20|20|0.1,5,7,291.0
20|20|0.1,5,8,291.0
20|20|0.1,5,9,291.0
20|20|0.1,5,10,291.0
20|20|0.1,5,11,291.0
20|20|0.1,5,12,291.0
20|20|0.1,5,13,291.0
20|20|0.1,5,14,291.0
20|20|0.1,5,15,291.0
20|20|0.1,5,16,291.0
20|20|0.1,5,17,291.0
20|20|0.1,5,18,291.0
20|20|0.1,5,19,291.0
20|20|0.1,6,0,299.0
20|20|0.1,6,1,299.0
20|20|0.1,6,2,299.0
20|20|0.1,6,3,299.0
20|20|0.1,6,4,299.0
20|20|0.1,6,5,299.0
20|20|0.1,6,6,299.0
20|20|0.1,6,7,299.0
20|20|0.1,6,8,299.0
20|20|0.1,6,9,299.0
20|20|0.1,6,10,299.0
20|20|0.1,6,11,299.0
20|20|0.1,6,12,299.0
20|20|0.1,6,13,299.0
20|20|0.1,6,14,299.0
20|20|0.1,6,15,299.0
20|20|0.1,6,16,299.0
20|20|0.1,6,17,299.0
20|20|0.1,6,18,299.0
20|20|0.1,6,19,299.0
20|20|0.1,7,0,291.0
20|20|0.1,7,1,291.0
20|20|0.1,7,2,291.0
20|20|0.1,7,3,291.0
20|20|0.1,7,4,291.0
20|20|0.1,7,5,291.0
20|20|0.1,7,6,291.0
20|20|0.1,7,7,291.0
20|20|0.1,7,8,291.0
20|20|0.1,7,9,291.0
20|20|0.1,7,10,291.0
20|20|0.1,7,11,291.0
20|20|0.1,7,12,291.0
20|20|0.1,7,13,291.0
20|20|0.1,7,14,291.0
20|20|0.1,7,15,291.0
20|20|0.1,7,16,291.0
20|20|0.1,7,17,291.0
20|20|0.1,7,18,291.0
20|20|0.1,7,19,291.0
20|20|0.1,8,0,299.0
20|20|0.1,8,1,299.0
20|20|0.1,8,2,299.0
